estimated_loc,complexity_score,timeline_days,team_size_required,domain_category,technical_risk_level,integration_count,seniority_required,regulatory_compliance,testing_coverage_pct,documentation_level,performance_tier,security_criticality,budget_pressure,maintainability_req,project_type,codebase_age_years,existing_test_coverage_pct,dependency_count,last_refactor_years,incident_rate_monthly,code_duplication_pct,technical_debt_score,documentation_quality,language_modernity,team_familiarity,target_team_label,profit_margin_pct
316247,High,190,6,Infrastructure,Medium,9,Junior,0,30.5,Standard,Standard,Low,Tight,Low,1,11,49.1,223,8,8.66,28.8,High,Minimal,Current,High,Human,42.18
2977,Low,47,2,Security,Critical,6,Junior,1,37.2,Minimal,Standard,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,60.29
34494,High,151,6,Infrastructure,High,6,Mid,0,94.6,Minimal,High,Low,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,39.26
35596,High,131,8,Web,High,9,Senior,0,84.1,Comprehensive,High,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,22.81
139344,Medium,114,3,Web,High,11,Architect,1,55.9,Standard,High,High,Tight,Medium,1,5,71.3,82,1,4.08,18.5,Low,Standard,Modern,Low,Human,20.73
767,Low,7,1,Security,Low,1,Architect,1,44.5,Standard,High,Critical,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.16
19953,Medium,109,3,Security,High,9,Senior,1,84.6,Minimal,Standard,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.52
59612,Medium,116,2,Infrastructure,High,13,Mid,0,65.5,Minimal,Standard,High,Flexible,High,1,6,25.8,60,3,20.0,27.4,Medium,Minimal,Modern,Medium,Human,26.65
9517,Medium,80,3,Security,Medium,4,Senior,1,88.3,Standard,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,34.55
22966,Medium,107,2,Infrastructure,Medium,13,Mid,0,40.6,Minimal,High,Critical,Tight,High,1,14,64.5,165,9,5.88,43.9,High,Standard,Modern,Medium,Human,35.73
31014,Medium,90,5,Web,High,11,Mid,1,46.7,Standard,Standard,Medium,Flexible,High,1,9,66.2,85,3,1.65,0.1,Low,Minimal,Legacy,Medium,Human,29.65
7536,Medium,93,3,Infrastructure,Low,3,Senior,1,71.9,Standard,Standard,Critical,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,38.51
1771,Low,69,1,Infrastructure,High,10,Mid,1,48.2,Comprehensive,Standard,Critical,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,43.9
424416,High,148,6,Data,Low,5,Senior,0,80.8,Minimal,High,Medium,Tight,High,1,1,63.6,135,7,1.77,27.9,Medium,Poor,Current,Unfamiliar,Human,22.81
6415,Low,46,1,Data,Medium,8,Mid,1,66.1,Standard,High,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.44
48834,Medium,110,7,Security,Critical,11,Mid,1,55.1,Standard,High,Medium,Tight,Medium,1,22,39.1,169,15,8.68,42.7,Critical,Standard,Legacy,High,Human,25.68
24816,High,136,7,Web,High,7,Senior,0,94.7,Standard,Real-time,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,25.74
287535,High,181,10,Web,High,7,Senior,0,44.0,Standard,High,Medium,Tight,Medium,1,15,64.2,107,3,1.98,40.3,High,Good,Modern,Unfamiliar,Human,18.32
67389,High,147,7,Data,Critical,4,Mid,1,62.1,Minimal,Standard,Low,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.46
41783,Medium,53,6,Mobile,High,10,Senior,1,75.7,Minimal,High,Medium,Moderate,Low,1,15,34.1,58,10,6.62,55.6,Critical,Poor,Modern,Low,Human,17.1
73227,Medium,90,7,Infrastructure,Critical,7,Senior,1,54.7,Comprehensive,High,Critical,Moderate,High,1,5,55.5,95,1,3.99,10.4,Low,Poor,Modern,Low,Human,17.78
7451,Medium,78,5,Web,Medium,2,Mid,1,43.3,Comprehensive,High,Critical,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,36.38
16026,Medium,91,5,Mobile,Medium,4,Architect,0,78.2,Comprehensive,Standard,Critical,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,25.7
154818,High,171,5,Security,High,9,Mid,1,44.2,Minimal,Standard,Medium,Tight,High,1,11,53.8,110,3,6.75,40.4,High,Standard,Modern,Low,Human,28.77
3439,Low,17,1,Data,Medium,3,Senior,1,68.2,Comprehensive,Real-time,High,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,40.73
1060,Low,29,2,Security,Medium,1,Mid,0,31.0,Standard,Standard,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,51.07
11173,Medium,61,5,Data,High,5,Senior,0,69.8,Standard,High,Critical,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,35.53
59063,Medium,78,6,Infrastructure,Medium,5,Senior,0,15.3,Comprehensive,High,Low,Tight,Medium,1,14,32.3,176,9,0.55,32.4,High,Good,Modern,Low,Human,31.41
43400,High,187,7,Infrastructure,Medium,3,Junior,0,51.4,Comprehensive,High,Medium,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,41.61
232749,High,88,8,Web,Critical,17,Senior,1,33.8,Minimal,High,High,Moderate,High,1,11,35.8,66,2,2.81,44.6,Critical,Standard,Modern,High,Human,10.04
1468,Low,56,2,Web,Low,2,Mid,0,63.7,Standard,Standard,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,53.95
162203,High,163,9,Web,High,5,Senior,0,71.3,Standard,Standard,Medium,Moderate,Low,1,4,71.7,37,0,1.34,0.0,Low,Minimal,Dated,Low,Hybrid,23.09
5557,Low,7,2,Data,High,5,Senior,1,53.2,Standard,Standard,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,38.43
103858,Medium,120,1,Infrastructure,Low,3,Mid,0,46.3,Comprehensive,High,High,Moderate,Medium,1,20,29.4,61,11,2.93,48.3,Critical,Poor,Modern,Medium,Human,32.99
54316,High,148,4,Mobile,High,2,Senior,0,55.8,Minimal,Standard,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,34.8
40249,High,171,7,Infrastructure,Critical,3,Junior,0,56.5,Standard,Real-time,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,37.13
56324,High,139,7,Security,High,2,Senior,1,79.1,Standard,Real-time,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,24.82
64712,High,162,7,Infrastructure,High,7,Senior,1,48.8,Standard,Standard,High,Tight,Low,1,11,61.2,122,2,4.76,34.9,High,Good,Legacy,Medium,Hybrid,17.16
11435,Medium,117,6,Web,Medium,5,Mid,0,64.5,Standard,Standard,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.75
129150,Medium,110,2,Infrastructure,High,14,Mid,0,71.7,Standard,High,Medium,Tight,High,1,13,59.5,29,3,1.57,20.3,Medium,Poor,Dated,Unfamiliar,Hybrid,33.75
11462,Medium,71,4,Infrastructure,Low,3,Junior,0,68.2,Comprehensive,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,51.29
41547,Medium,71,7,Web,Medium,5,Junior,0,48.2,Minimal,Standard,High,Tight,High,1,5,31.6,78,6,8.75,37.1,High,Poor,Modern,Low,Hybrid,36.47
55218,High,147,4,Data,Medium,2,Mid,0,87.2,Standard,Real-time,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,38.19
16879,Low,42,1,Data,Medium,5,Architect,1,65.7,Comprehensive,Standard,Low,Tight,High,1,14,44.1,67,4,1.17,41.5,High,Good,Dated,Medium,AI,28.32
28527,Low,84,1,Security,Medium,7,Senior,1,61.4,Standard,High,Medium,Tight,High,1,5,32.6,79,6,2.15,35.5,High,Minimal,Modern,Low,Human,29.89
8303,Low,68,2,Web,High,6,Architect,0,45.1,Standard,High,High,Moderate,Medium,1,13,28.5,141,3,1.26,35.0,High,Minimal,Modern,Medium,Human,25.21
240252,High,163,8,Security,High,6,Mid,1,65.6,Standard,Standard,High,Tight,High,1,16,31.1,331,6,0.19,41.0,Critical,Good,Modern,Low,Hybrid,20.59
9178,Low,75,1,Data,High,15,Architect,1,41.7,Standard,Real-time,High,Moderate,High,1,15,5.0,248,9,2.91,41.7,Critical,Good,Dated,Medium,Human,16.15
4506,Low,79,2,Data,Low,1,Senior,1,62.6,Standard,Standard,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.84
41911,Medium,137,4,Security,High,8,Mid,1,58.7,Standard,High,Critical,Flexible,Medium,1,8,47.2,27,2,7.77,14.3,Medium,Minimal,Dated,Low,Human,23.81
338720,High,178,5,Security,High,9,Mid,1,31.6,Standard,Standard,Low,Flexible,High,1,8,52.5,45,3,5.07,17.0,Medium,Good,Modern,Low,Human,27.94
62616,High,145,5,Web,Low,3,Senior,0,52.5,Comprehensive,Standard,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.91
1262,Low,47,2,Mobile,High,4,Mid,1,60.1,Standard,High,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,44.42
49943,High,166,6,Security,Medium,4,Mid,1,42.1,Standard,Standard,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.79
184774,High,158,7,Security,High,7,Mid,1,89.3,Standard,Standard,High,Tight,High,1,9,73.6,98,7,10.34,30.0,High,Poor,Modern,High,Human,18.45
500000,High,163,7,Security,Medium,7,Senior,0,71.6,Comprehensive,Standard,Medium,Moderate,High,1,7,80.9,64,3,1.53,7.2,Low,Minimal,Legacy,Medium,Human,23.13
10107,Low,14,2,Infrastructure,High,7,Mid,0,33.3,Standard,Real-time,Medium,Tight,Medium,1,19,41.6,199,1,2.34,15.5,Medium,Minimal,Legacy,Medium,Hybrid,44.15
191498,High,124,8,Data,High,9,Senior,1,20.6,Comprehensive,High,Critical,Tight,High,1,13,48.1,31,9,1.97,41.5,High,Poor,Modern,Medium,Human,11.17
100356,High,194,9,Security,Critical,20,Mid,1,29.2,Standard,High,Low,Moderate,Medium,1,7,33.3,113,5,10.14,18.3,High,Standard,Modern,High,Human,21.55
2953,Low,35,3,Infrastructure,Medium,1,Mid,0,42.6,Minimal,Standard,Critical,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,47.99
129854,High,135,6,Data,Low,2,Mid,0,71.9,Standard,Standard,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,38.57
47296,Medium,79,6,Web,High,9,Senior,1,75.4,Standard,High,Low,Tight,Medium,1,25,45.8,110,6,4.65,43.8,Critical,Poor,Legacy,Low,Human,15.66
11429,Medium,98,5,Infrastructure,High,7,Senior,1,52.8,Standard,Standard,Medium,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,30.44
1863,Low,22,3,Security,Low,0,Senior,0,45.3,Standard,High,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,44.34
6555,Medium,87,6,Data,Low,3,Senior,0,60.1,Minimal,High,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,41.51
53007,Medium,82,5,Mobile,High,9,Mid,1,44.5,Minimal,Standard,High,Moderate,Medium,1,19,22.1,339,8,7.27,57.7,Critical,Good,Dated,Medium,Human,26.4
155666,High,146,6,Web,High,12,Junior,0,54.0,Standard,Standard,Medium,Moderate,Low,1,12,48.0,111,4,10.11,29.3,Medium,Minimal,Modern,Low,Human,31.88
12124,Medium,57,8,Data,High,5,Mid,1,64.8,Standard,Real-time,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.1
89959,Medium,125,4,Mobile,Low,2,Mid,0,79.1,Standard,High,Critical,Tight,Medium,1,7,45.2,126,2,3.49,16.9,Medium,Standard,Modern,Unfamiliar,Human,34.29
19785,Low,50,2,Infrastructure,Medium,7,Senior,0,53.8,Standard,Standard,High,Tight,Medium,1,15,31.4,130,7,7.8,28.5,High,Poor,Modern,Medium,Hybrid,32.79
69982,Medium,136,5,Security,Low,4,Senior,0,67.4,Minimal,Real-time,Critical,Moderate,High,1,14,51.6,53,5,0.03,11.6,Medium,Poor,Dated,Low,Human,26.62
998,Low,7,2,Mobile,Critical,10,Mid,0,43.9,Minimal,High,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,49.89
61636,High,156,8,Data,Medium,2,Senior,1,92.5,Standard,Standard,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,25.38
6419,Medium,92,6,Infrastructure,High,9,Mid,0,59.8,Standard,High,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.6
41182,Medium,145,7,Security,High,12,Mid,1,53.6,Standard,High,High,Tight,High,1,12,16.3,288,8,5.78,39.5,Critical,Standard,Modern,Low,Human,21.93
90479,High,188,9,Infrastructure,Critical,8,Architect,0,50.3,Standard,Real-time,High,Moderate,High,1,8,49.0,89,1,5.36,19.0,Low,Good,Legacy,Medium,Hybrid,8.12
155715,High,152,10,Data,Medium,5,Architect,1,31.6,Standard,High,Critical,Tight,Medium,1,17,39.7,61,5,5.65,60.0,Critical,Poor,Modern,Low,Hybrid,2.08
78112,High,178,6,Data,Low,2,Mid,0,76.7,Standard,Standard,Low,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,46.9
80342,Medium,107,6,Infrastructure,Critical,9,Senior,1,23.0,Comprehensive,Standard,Low,Tight,Medium,1,12,46.2,144,3,0.15,19.7,Medium,Poor,Legacy,Unfamiliar,Human,24.28
230670,High,161,10,Web,High,12,Senior,0,55.5,Comprehensive,Standard,Low,Flexible,High,1,11,80.2,63,3,1.37,1.9,Low,Good,Dated,Medium,Hybrid,21.3
2469,Low,13,3,Data,Low,2,Senior,0,48.5,Standard,Real-time,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,45.23
30542,High,135,8,Mobile,Medium,4,Senior,0,50.5,Comprehensive,High,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,28.35
65822,High,134,8,Web,Critical,6,Mid,0,67.1,Minimal,High,Medium,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,32.54
500,Low,40,1,Security,Low,1,Senior,1,61.2,Standard,High,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.89
23800,Low,45,1,Mobile,High,7,Architect,1,57.6,Standard,Real-time,Low,Tight,High,1,5,47.4,61,5,6.18,18.1,Medium,Poor,Modern,High,Human,23.99
134353,High,191,10,Data,High,14,Senior,1,90.0,Standard,Real-time,Medium,Flexible,High,1,11,49.5,34,5,0.83,29.2,High,Poor,Dated,Medium,Human,5.04
8692,Medium,96,3,Web,Low,2,Junior,0,81.0,Minimal,Real-time,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,52.95
176048,High,187,6,Security,Medium,3,Junior,0,93.1,Standard,Standard,Critical,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,39.29
1569,Low,40,3,Web,Critical,4,Junior,1,58.9,Minimal,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,48.82
4224,Low,51,3,Web,Low,1,Mid,0,63.0,Comprehensive,Standard,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,55.59
326572,High,150,12,Data,High,12,Architect,1,54.7,Standard,Real-time,Medium,Flexible,High,1,23,41.6,93,8,3.14,43.3,Critical,Standard,Dated,Unfamiliar,Human,2.0
50132,Medium,70,5,Data,Critical,14,Junior,1,35.4,Minimal,Real-time,High,Tight,Medium,1,16,30.3,87,8,2.07,47.9,Critical,Good,Current,Low,Human,32.11
70732,Medium,101,1,Security,High,12,Mid,1,58.6,Comprehensive,High,Low,Moderate,High,1,9,48.8,121,3,5.19,17.2,Medium,Poor,Dated,Unfamiliar,Human,28.24
30535,High,148,8,Data,Low,3,Mid,1,70.1,Minimal,High,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,33.61
13779,Medium,96,4,Web,Low,0,Junior,0,50.5,Comprehensive,Real-time,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.94
106106,High,176,12,Infrastructure,Medium,5,Senior,0,48.4,Standard,Real-time,Critical,Tight,High,1,15,44.4,116,11,5.5,39.3,High,Good,Dated,Medium,Human,11.99
213616,High,195,5,Data,Low,4,Architect,0,77.2,Minimal,Standard,High,Tight,High,1,13,27.5,75,3,4.65,20.8,Medium,Good,Legacy,Medium,Human,20.51
19936,Low,14,3,Security,Medium,7,Architect,0,55.2,Standard,Standard,Medium,Flexible,High,1,11,45.3,153,6,8.17,17.2,Medium,Minimal,Current,Low,Hybrid,22.61
36571,High,151,5,Web,Medium,1,Architect,1,69.4,Comprehensive,Standard,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,18.69
38675,High,155,11,Data,High,4,Mid,0,74.7,Standard,High,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,36.68
114256,High,191,11,Web,Critical,20,Senior,1,69.0,Minimal,High,High,Tight,Medium,1,9,47.8,252,7,6.72,37.3,High,Standard,Dated,High,Human,13.0
228486,High,131,8,Data,High,16,Mid,1,69.9,Comprehensive,High,Critical,Moderate,Medium,1,15,34.3,212,3,4.99,40.6,High,Standard,Modern,Low,Hybrid,14.18
1373,Low,34,1,Web,Low,2,Senior,0,77.0,Minimal,High,Medium,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,43.96
52301,High,161,10,Mobile,Medium,6,Senior,0,68.5,Minimal,Standard,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,36.76
1785,Low,47,2,Web,Medium,3,Senior,0,74.5,Standard,Standard,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,45.62
2889,Low,29,1,Data,High,12,Junior,0,45.4,Standard,Standard,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,51.71
71952,Medium,113,3,Data,Low,5,Architect,0,29.6,Comprehensive,Standard,Medium,Tight,High,1,3,36.2,69,3,0.42,0.0,Low,Minimal,Current,Medium,Hybrid,35.75
12268,Medium,97,2,Mobile,High,6,Architect,0,67.5,Standard,Real-time,Low,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,27.07
115082,High,114,8,Infrastructure,Critical,9,Mid,0,66.7,Standard,Standard,High,Tight,High,1,10,39.3,65,8,2.12,32.6,High,Poor,Dated,Medium,Hybrid,20.04
71432,Medium,116,5,Data,High,12,Senior,1,61.1,Minimal,Real-time,Low,Moderate,Low,1,14,55.0,170,6,6.17,52.3,High,Good,Dated,Medium,Human,20.86
53480,High,137,8,Web,High,4,Senior,0,54.5,Minimal,High,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,38.19
11483,Low,54,3,Web,Medium,7,Senior,0,63.0,Minimal,High,Critical,Flexible,Medium,1,13,85.0,47,0,0.16,10.6,Low,Poor,Legacy,Low,Human,30.45
14674,Medium,81,5,Security,Low,3,Senior,1,39.0,Minimal,High,Low,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,33.45
190350,High,126,7,Data,High,4,Senior,1,42.4,Standard,High,Medium,Flexible,High,1,18,5.0,209,10,5.85,42.9,Critical,Poor,Current,Medium,Human,6.17
759,Low,31,3,Web,High,4,Senior,0,55.7,Minimal,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.73
2535,Low,29,1,Infrastructure,Medium,6,Mid,0,67.5,Standard,Standard,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,53.55
36853,High,175,9,Infrastructure,High,5,Mid,0,78.2,Minimal,Standard,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,38.15
63560,Medium,58,6,Mobile,High,9,Mid,0,38.9,Standard,Standard,Medium,Tight,High,1,12,52.2,51,4,7.49,7.0,Medium,Minimal,Legacy,High,Human,35.22
62263,Medium,94,6,Infrastructure,Low,4,Senior,0,44.7,Standard,Standard,High,Moderate,Low,1,4,54.4,21,4,1.27,26.1,Medium,Standard,Current,Medium,Hybrid,33.61
42291,High,153,8,Web,High,3,Senior,0,87.9,Minimal,High,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,29.65
108143,High,172,11,Infrastructure,Low,1,Senior,0,83.6,Standard,Real-time,Medium,Flexible,High,1,22,45.4,268,8,0.9,55.0,Critical,Poor,Modern,High,Human,14.93
9346,Medium,88,3,Web,Low,1,Junior,0,91.9,Standard,Real-time,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,53.94
9174,Medium,68,4,Mobile,High,3,Mid,1,72.5,Standard,High,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,42.98
5161,Medium,61,3,Data,Low,5,Junior,1,76.1,Standard,Standard,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,53.26
100163,High,144,8,Security,Medium,6,Senior,0,73.2,Standard,High,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,28.41
1429,Low,7,1,Mobile,High,11,Senior,1,51.9,Standard,High,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,43.54
25700,Low,82,2,Data,Low,6,Mid,0,35.8,Minimal,Real-time,Medium,Tight,Medium,1,3,72.9,46,3,0.63,19.5,Low,Good,Dated,Medium,Hybrid,53.16
639,Low,7,1,Infrastructure,Medium,3,Mid,0,38.2,Comprehensive,Real-time,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.28
53621,High,138,6,Infrastructure,Medium,5,Mid,1,54.0,Comprehensive,High,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,34.76
1900,Low,62,2,Web,High,9,Junior,0,74.3,Minimal,Real-time,Low,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,62.19
19470,Medium,88,5,Infrastructure,High,14,Mid,1,80.6,Standard,Standard,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,41.19
186980,High,152,10,Data,High,11,Senior,1,35.8,Comprehensive,High,High,Flexible,Medium,1,15,36.3,62,4,3.1,0.9,Medium,Minimal,Legacy,Medium,Human,11.14
81593,Medium,87,3,Security,High,9,Architect,0,52.3,Minimal,Standard,High,Tight,Medium,1,12,18.1,216,7,7.13,40.6,Critical,Minimal,Current,Low,Human,17.86
28893,High,172,7,Web,Low,2,Senior,0,68.0,Comprehensive,Standard,Medium,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,30.36
161380,High,182,7,Data,High,9,Senior,1,43.7,Standard,High,High,Moderate,High,1,15,30.8,165,2,2.04,33.4,Medium,Minimal,Legacy,High,Human,14.29
91462,Medium,145,4,Data,High,14,Mid,1,29.3,Minimal,High,Low,Tight,High,1,15,25.2,307,6,20.0,54.3,Critical,Poor,Dated,Medium,Human,24.79
90808,Medium,102,7,Mobile,Medium,5,Mid,1,48.0,Standard,Standard,Medium,Tight,Medium,1,9,63.5,227,4,6.91,17.1,Medium,Poor,Dated,Medium,Hybrid,36.22
215926,High,141,8,Security,Low,4,Senior,1,90.0,Comprehensive,Real-time,High,Tight,Medium,1,16,28.7,105,9,20.0,36.8,Critical,Poor,Modern,Medium,Human,5.57
10442,Low,34,5,Data,High,10,Senior,1,7.9,Standard,Real-time,High,Tight,High,1,14,63.1,143,7,17.62,44.4,Critical,Minimal,Current,Medium,Human,21.34
5017,Low,60,3,Infrastructure,Medium,6,Junior,0,66.8,Minimal,High,Low,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,66.71
79128,Medium,110,6,Web,Low,4,Architect,1,29.4,Standard,Standard,High,Tight,Medium,1,9,56.2,200,2,1.56,26.8,Medium,Standard,Modern,Low,Hybrid,22.63
59714,High,151,6,Security,Medium,2,Mid,0,70.7,Comprehensive,High,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,34.45
61046,High,167,7,Data,High,13,Senior,1,90.0,Standard,High,High,Moderate,High,1,15,17.0,90,9,14.49,23.9,High,Standard,Modern,Low,Human,6.97
249028,High,192,8,Web,Low,1,Mid,0,47.7,Minimal,High,High,Flexible,Medium,1,8,62.3,98,7,2.95,28.7,Medium,Poor,Modern,Medium,Hybrid,29.35
59605,High,148,8,Data,Low,2,Architect,1,66.9,Minimal,Real-time,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,19.76
905,Low,7,1,Web,Low,1,Junior,1,64.2,Minimal,Real-time,Critical,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,56.82
1350,Low,25,2,Web,Medium,2,Mid,0,74.9,Comprehensive,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,48.49
11438,Medium,55,4,Data,Low,3,Architect,1,55.3,Standard,Standard,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,30.46
97846,High,187,9,Mobile,High,6,Junior,1,43.3,Standard,High,Medium,Flexible,Low,1,14,79.9,41,5,1.84,16.7,Medium,Minimal,Dated,Low,Human,31.42
116968,High,175,7,Web,High,13,Architect,0,46.6,Standard,High,Medium,Moderate,High,1,9,80.0,51,6,6.16,20.7,Medium,Standard,Dated,Low,Human,10.25
47729,Medium,128,8,Web,Critical,14,Mid,1,39.4,Comprehensive,Standard,Critical,Tight,High,1,10,60.4,30,1,0.9,9.8,Low,Poor,Legacy,Low,Human,25.8
118176,Medium,94,10,Data,Medium,4,Junior,1,76.1,Standard,Standard,Medium,Tight,Medium,1,9,85.0,108,0,7.34,17.5,Medium,Minimal,Dated,Unfamiliar,Human,33.5
13968,Medium,100,5,Infrastructure,High,6,Senior,0,66.9,Comprehensive,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,31.19
31064,High,160,8,Security,Medium,3,Junior,1,66.7,Minimal,Standard,Critical,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,42.05
